x,f(x),lagrange,spline,err_lagrange,err_spline
1.2956,0.141618367291247,0.141618367287075,0.141618437665555,4.17191281520957e-12,7.03743079366603e-08
1.3005,0.146351504263935,0.146351504260868,0.146351557833828,3.06712988340507e-12,5.35698933268325e-08
1.3054,0.151054187025638,0.151054187023773,0.151054216512913,1.86431425852618e-12,2.94872750383757e-08
1.3103,0.155726709563428,0.155726709562716,0.155726716962363,7.123190925995e-13,7.39893452061935e-09
1.3152,0.16036936197642,0.160369361976683,0.160369362295711,2.63039590109315e-13,3.19290760497637e-10
1.3201,0.164982430542829,0.164982430543821,0.164982443718927,9.91567938868343e-13,1.31760980182083e-08
1.325,0.169566197785586,0.169566197787027,0.169566231900702,1.44134704171961e-12,3.41151161764586e-08
1.3299,0.174120942536542,0.174120942538166,0.174120995475336,1.62322932872883e-12,5.29387932934888e-08
1.3348,0.178646939999304,0.178646940000883,0.178647003077128,1.57901469677313e-12,6.30778235199969e-08
1.3397,0.183144461810727,0.183144461812087,0.183144523340378,1.36018973861951e-12,6.15296505412921e-08
1.3446,0.187613776101113,0.187613776102146,0.187613824899386,1.03309027998932e-12,4.8798272922479e-08
1.3495,0.192055147553131,0.192055147553787,0.192055176388452,6.56197318704699e-13,2.88353206312486e-08
1.3544,0.196468837459507,0.196468837459794,0.196468846441875,2.87214696470528e-13,8.98236807156394e-09
1.3593,0.200855103779502,0.200855103779467,0.200855103685576,3.49165141244612e-14,9.39254785059518e-11
1.3642,0.205214201194218,0.205214201193933,0.205214209853469,2.84189338728424e-13,8.65925170456805e-09
1.3691,0.209546381160754,0.209546381160306,0.20954640731925,4.47364367772707e-13,2.61584963134887e-08
1.374,0.213851891965247,0.213851891964724,0.21385193508229,5.23331378232683e-13,4.31170429637806e-08
1.3789,0.218130978774822,0.2181309787743,0.218131032141962,5.22110132905595e-13,5.33671399849389e-08
1.3838,0.222383883688473,0.222383883688011,0.222383937497636,4.61741755941603e-13,5.38091634028071e-08
1.3887,0.226610845786916,0.226610845786556,0.226610890148685,3.60489416095788e-13,4.4361768924972e-08
1.3936,0.230812101181424,0.230812101181185,0.23081212909448,2.39419595260415e-13,2.79130559222018e-08
1.3985,0.234987883061676,0.234987883061559,0.234987893334393,1.16406884131948e-13,1.02727174544626e-08
